Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
284916	215.xml	EB	1578	  allwaͤgen geister gehoͤrt werdind da man es glych also fürgibt Von einem Pfarrer zuͦ Claͤuen der sich für die heilig 	Jungkfrauw	 Mariam vnd einem anderen der sich für ein seel vßgaͤbe̅ Das Cap DEsse zuͦ vollkomnere̅ bericht muͦß ich auch ein	Jungfrau
67209	123.xml	UN	1486	  deß wechsselliebe si gehalten was Und im widerrüfften sagt si ursachh deß außschliessens Sein junger bruͦder ward in liebe der 	Jungkfrauwen	 die ain Ritter der buͦlerin het zuͦ haus gesendet entzündet die er auch für ainen hemling in der buͦlerin hauß	Jungfrau
67734	123.xml	UN	1486	  knecht Parmeno wolt in gestalt deß verschniten knechts gefürt und Thaidi geschenckt werden umb das er mit vnd bei der 	Jungkfrauwen	 wesen vnd wonen moͤchte Aus der ursach ward si gewaltigklich von im geschwechet Und darnach zehand ain Edle Burgerin von	Jungfrau
68283	123.xml	UN	1486	  knecht der mit namen hieß Dorus Thaidi haimzefüren Und mer den zuͦtüttler Gnatonem redenden mit im selbs als er die 	Jungkfrauwen	 Pamphiliam von dem ritter Traso Thaidi wolt schencken über das wie Cherea die Jungkfrauwen ersach und mit Parmenoni zerat ward	Jungfrau
68297	123.xml	UN	1486	  mit im selbs als er die Jungkfrauwen Pamphiliam von dem ritter Traso Thaidi wolt schencken über das wie Cherea die 	Jungkfrauwen	 ersach und mit Parmenoni zerat ward das er in gestalt deß verschnitnen Thaidi geschenckt und dar durch der Jungkfrauwen zuͦgefüget	Jungfrau
68316	123.xml	UN	1486	  die Jungkfrauwen ersach und mit Parmenoni zerat ward das er in gestalt deß verschnitnen Thaidi geschenckt und dar durch der 	Jungkfrauwen	 zuͦgefüget wurde Die drit geschicht vacht am blat an Freilich Thais sagt mir grossen danck etc Und weiset des ritters	Jungfrau
68384	123.xml	UN	1486	  mit der diernen von Morenland thaidi von parmenone zuͦgefürt und in namen seines herren Phedrie ward geschenckt Fürbas wie der 	Jungkfrauwen	 bruͦder Cremes redt mit thaidi in des ritters hauß Mer wie cherea nach dem schwechen der Jungkfrauwen mit seinem gesellen	Jungfrau
68401	123.xml	UN	1486	  Fürbas wie der Jungkfrauwen bruͦder Cremes redt mit thaidi in des ritters hauß Mer wie cherea nach dem schwechen der 	Jungkfrauwen	 mit seinem gesellen Antiphoni redet wie er si mit listen überkommen hette Die vierd geschicht vacht an dem blat an	Jungfrau
68445	123.xml	UN	1486	  die goͤtt wol lieb etc Und wirt ain magt genannt Dorias dar#eingetzogen wie si von dem ritter thaide und der 	Jungkfrauwen	 redet wie Phedria widerumbkeret von dem dorff und nit mocht außbeleiben Wie ain andere magt hieß pithias phedrie klaget das	Jungfrau
68481	123.xml	UN	1486	  hieß pithias phedrie klaget das die pamphilia von seinem verschnittnen den sein knecht parmeno geschenckt het geschwechet were Wie der 	Jungkfrauwen	 bruͦder Cremes ertzürnet ward Wie thais ungestümglich wider den ritter und er wider si reden wurden wie sich der ritter	Jungfrau
68546	123.xml	UN	1486	  du boßhafftige etc Und hat inn thais klag der geschwechten Junkfrawen mit pithia darnach mit cherea Und wie cremes der 	Jungkfrauwen	 bruͦder mit der soͤgamen genannt sophronia die si gesoͤgt het dar#zuͦkame Auch wie parmeno durch pithiam listiglich durchtrübet Und wie	Jungfrau
281527	215.xml	EB	1578	  vßgangen noch vorhanden sind Es was ein grosser zwytracht zwüschend den Prediger_ vnd Barfuͤssermünchen von waͤgen der Empfengknuß d` heiligen 	Jungkfrauwen	 Marie Die Prediger vermeintend sy waͤre wie andere menschen in der erbsünd empfange̅ Die Barfuͤsser hieltend sy waͤre on erbsünd	Jungfrau
282171	215.xml	EB	1578	  jm der Laͤßmeister vorhin an einem brieff gebe̅ hat dise falsche Barbara nam den brieff sagt sy woͤlte jn der 	Jungkfrauwen	 Maria bringen man wurde jn bald wunderbarlich gezeichnet widerumb an einer heiligen statt finden Der bruͦder zeigt soͤmlichs sinen vaͤtteren	Jungfrau
330127	225.xml	EB	1557	  vnnd bluͦts Christi gemacht oder verkert Vnser Christlicher glaub lehret vns da wir beken̅en von Christo Geboren auß Maria der 	Jungkfrauwen	 das der Herr Christus sein Leib vnnd bluͦt auß der substantz vnd wesen des Leibs vnnd bluͦts Marie der hochgelobten	Jungfrau
330352	225.xml	EB	1557	  newgemachten Abgott vnd nicht den waren leyb Christi welcher nicht auß brot sonder auß dem flaisch vnnd bluͦt der raynen 	Jungkfrauwen	 Maria erschaffen vnd genommen ist Es verwundern sich aber nicht vnbillich die frommen einfaͤltige Christen so der Priester nach seiner	Jungfrau
67338	123.xml	UN	1486	  diser Comedi findet Es mag auch das buͦch dar durch von afang bis zuͦ end desterbas verstanden werden Ain Edle 	Jungkfraw	 mit namen Pamphilia aus Athenis geraubet ward gen Rodis gefürt allda von den raubern verkaufft und geschenckt ainer buͦlerin von	Jungfrau
76171	123.xml	UN	1486	  irr schoͤni was sol dann Cherea tuͦn Wunder wird ich hüt etc Er maint der so alt ist und die 	jungkfraw	 so schoͤn und so jung Die übertrifft Dar mit will er die jungkfrawen vest loben doch Thaidem nit schelten Der	Jungfrau
78732	123.xml	UN	1486	  empfengklich mainest du dise gab etc Merck wie raitzt er Parmenonem Als ob er spraͤche Merck wie gar schoͤn die 	jungkfraw	 ist darumb sie Thaidi vast empfengklich werden muͦß und ie lieber sie die jungkfrawen haben wirt ie mer wirt ir	Jungfrau
80315	123.xml	UN	1486	  nemen ain andern sin der mir nit gefellt es ist auch sein mainung nit gewesen schamper zereden Es ist kain 	Jungkfraw	 Merck die antwurt auff die frag wie kaine im land noch in der stat ir glychet gleich die ire muttern	Jungfrau
80536	123.xml	UN	1486	  zelob aber cherea will die nit loben die mager und dürr seind sunder die leibig seind und spricht Wann ain 	jungkfraw	 leibig ist so gefellt sie mir die mütern sagen sie fügt zefechten als ain baurenknecht Sie vertziehen in die speis	Jungfrau
328355	225.xml	EB	1557	  das Bluͦt vnsers Herren Jesu Christi welches doch von dem wesen das ist von Leib vnnd bluͦt Marie der hochgelobten 	Jungkfrawe̅	 durch des hayligen Gaists würckhung genom̅en ist Dan̅ Christus bezeügen die Euangelisten hat gesagt Das ist mein Leib Das ist	Jungfrau
67542	123.xml	UN	1486	  in abwesen des Ritters gehaimset und angenomen hett Aber der Ritter überfreüntlich versoͤnung befestiget sein gemüet das er ir die 	Jungkfrawen	 Pamphiliam vor nit schencken wolte bis das si den zuͦknecht von ir vertrib wie wol nun Thais Phedriam liebhett doch	Jungfrau
72017	123.xml	UN	1486	  darvon mein muter ist nun nechst alda gestorben ir bruder ist ains tailes zegytig auff das gut da er die 	jungkfrawen	 sach erberger gestalt und auff dem saittenspil künnent zehand hoffender guts werdes fürt er sie für und verkauft sie On	Jungfrau
72129	123.xml	UN	1486	  ir noch nit erloschen sye Ist ains tails zegytig Das ist mit seinen geberden zelesen als dar#zuͦgehoͤrt Da er die 	jungkfrawen	 sach Merck wie si die junckfrawen lobet durch ander leüt darumb das er gedencken soͤll sie tuͦt billich das si	Jungfrau
72570	123.xml	UN	1486	  lindern mochte so spricht sie doch argwonen ich er hab etc das Phedria gedencke das waͤr guͦt wurde er die 	jungkfrawen	 hold hon so leg nit daran das ich sie ain zyt dem ritter guͦte wort liesse geben Auch nit wyters	Jungfrau
73183	123.xml	UN	1486	  er ir die wort auch verwirfft do sie oben spricht Als ich argwonen so hat er sein gemüt zuͦ der 	jungkfrawen	 gestellet Das sie dir denselben nit absetze Er nennet in nit Sunder als ain zorniger liebhaber spricht er den selben	Jungfrau
75112	123.xml	UN	1486	  das ich nuntz valsch erdicht hon und in meinem hertzen disem meinem phedria kainen lieber und alle ding von diser 	Jungkfrawen	 wegen geton habe wan ich hoffen iren bruder billich gefunden hon ainn gut edlen jüngling Der mir gezilt hat uf	Jungfrau
75179	123.xml	UN	1486	  fabel sagt wann soͤlt sie es vor dem knecht geredt hon so wer deß Cherea anschlag nit volbracht mit der 	jungkfrawen	 Und urtailt mich uß der andern sin Als ob sie spraͤche wie wol es ungehoͤrt ist das man getreü oder	Jungfrau
75249	123.xml	UN	1486	  Der dritt tail deß ersten underschaids Redt der jüngling ud der knecht mit ainander Und sicht Parmeno das Gnato ain 	jungkfrawen	 fürt der Thais zeschencken als im enpfolhen was der selben Thais ain moͤrin und ain verschniten zeschencken [T]U allso als	Jungfrau
76044	123.xml	UN	1486	  das er auch nie in dem dorff ruͦwet Er belybt auch nit lenger uß wann als die zyt begeret die 	jungkfrawen	 zeswechen Was kranckait Merck entschuldigung der liebe so sie ain kranckait ist so entschuldigen sich die Jüngling dester minder wann	Jungfrau
76184	123.xml	UN	1486	  maint der so alt ist und die jungkfraw so schoͤn und so jung Die übertrifft Dar mit will er die 	jungkfrawen	 vest loben doch Thaidem nit schelten Der ander underschaid Redt Gnato und Parmeno mit ainander Und als Parmeno fragen wolt	Jungfrau
76217	123.xml	UN	1486	  Parmeno mit ainander Und als Parmeno fragen wolt wenn er sein schencki bringen solt So sicht er das Gnato die 	Jungkfrawen	 herfüret der Thais zeschencken Gna O Untötlichen göt was übertrifft ain mensch das ander was ist underschaid des verstanden gegem	Jungfrau
78526	123.xml	UN	1486	  moͤcht er wol gesagt hon ich stand da wann er getorst nit hin#yngan Aber suß ichtz Er maint vor die 	jungkfrawen	 aber er antwurt von im selber darumb spricht er Aber suß ichtz Warumb fragst Er fraget den der in fragt	Jungfrau
78746	123.xml	UN	1486	  spraͤche Merck wie gar schoͤn die jungkfraw ist darumb sie Thaidi vast empfengklich werden muͦß und ie lieber sie die 	jungkfrawen	 haben wirt ie mer wirt ir der ritter lieben und dem junckherren laiden Aller ding ist widergelt Merck wie behep	Jungfrau
79218	123.xml	UN	1486	  wundert warumb er von pirreo ab sei gangen Sein mithüter heten in erwelt ain mal zebestellen do sach er die 	jungkfrawen	 under wegen Pirreum was ain vorstat oder bollwerck vor Athenis dar inn die hüter lagen wider die rauber darinn auch	Jungfrau
79288	123.xml	UN	1486	  worten wol dienend Der ander tail deß andern underschaids Redt der jüngling und knecht mit ainander Und so Cherea die 	Jungkfrawen	 gesuͦcht hat sagt im Parmeno das sie der Thais geschenckt sei Das lat sich Cherea für den Eunuchum verwandeln der	Jungfrau
79435	123.xml	UN	1486	  ain schertz und schallen gwesen [I]N diser Scen wirt gezaigt ain nüwe liebi aines jungen sprüßlings Und der rat die 	jungkfrawen	 zefinden so klüglich das du wenest es beschech ietz Ich bin tod Was kan er anders reden so er eilend	Jungfrau
79784	123.xml	UN	1486	  sich ein junger ungenieter sprüßling dar zuͦ begebe das er sich in aines versniten wys füren liesse und ain unerkante 	jungkfrawen	 mit gwalt swechte darumb wirt er von Parmeno wütend yngetzogen als von ainem der es waiß Und wie wol im	Jungfrau
79916	123.xml	UN	1486	  er in geert hat nach seinem alter und das er in nit veracht hat und zelang stuͦnd das er der 	jungkfrawen	 nit nachvolgt Was bist traurig Als wir sprechen warumb traurst was gebricht dir Wie so noͤtlich ald wie ylst Er	Jungfrau
80405	123.xml	UN	1486	  düw die dein Che Ain nüwe gestalt des mundes Par Hehen Die ire muͦter Merck wie er maint ob die 	jungkfrawen	 etwas schoͤn seind so ist es doch nun von fleiß der mütern nit von natur Als die junckfrau die er	Jungfrau
80515	123.xml	UN	1486	  getzwengter prust von ynbrisen und soͤlichem vil arbait auß mengerlai ursach Ob aine bas mügender ist Etlich sagen das den 	jungkfrawen	 zelob aber cherea will die nit loben die mager und dürr seind sunder die leibig seind und spricht Wann ain	Jungfrau
80667	123.xml	UN	1486	  weren und sie nit allso schmal aufzüge hungerig und mit farb angestrichen Merck aber wie er dise boͤse sitten der 	jungkfrawen	 straffet Ain nüwe etc Er sprach oben Ich bin der teglichen gestalten urdrützig darumb spricht auch er Ain nüwe gestalt	Jungfrau
80843	123.xml	UN	1486	  ist die speis nit entzogen darumb ist sie wolmügen und vol geplüetz Sechtzehen jar zaigt das recht alter der zeitigen 	jungkfrawen	 Schaff das ich die Merck er nent dreierlai gewalt haimlich und biten das ist durch buͦlen oder kupeln die alle	Jungfrau
81491	123.xml	UN	1486	  nit mocht auffrichten Merck auch wie Cherea den alten so ungestalt machet wann er het erst ain überschoͤne gestalt der 	jungkfrawen	 gesehen und wann zwei widerwertige ding beiainander gesehen werden so ist itlich seiner gestalt dester groͤber darumb bedücht in der	Jungfrau
81521	123.xml	UN	1486	  so ist itlich seiner gestalt dester groͤber darumb bedücht in der alt vil dester ungestalter ze sein do er der 	jungkfrawen	 gestalt in im het und verlutzt in mit allen dingen gegen der jungkfrawen zeschetzen für ain jungkfrawen setzt er ain	Jungfrau
81534	123.xml	UN	1486	  dester ungestalter ze sein do er der jungkfrawen gestalt in im het und verlutzt in mit allen dingen gegen der 	jungkfrawen	 zeschetzen für ain jungkfrawen setzt er ain alten für ir minne gestalt deß mundes setzt er ain hangendes maul für	Jungfrau
81538	123.xml	UN	1486	  do er der jungkfrawen gestalt in im het und verlutzt in mit allen dingen gegen der jungkfrawen zeschetzen für ain 	jungkfrawen	 setzt er ain alten für ir minne gestalt deß mundes setzt er ain hangendes maul für irn vesten leib ain	Jungfrau
81733	123.xml	UN	1486	  vergieng ain stund ich frag ob er it mer woͤll ich habs reht sprach er So ich da#hersich zu der 	jungkfrawen	 da ist kaine sie het sich die weil etwa daher in dise unser gassen gekert Par Ain wunder maint er	Jungfrau
83669	123.xml	UN	1486	  er man werde doch in ziehen er hab die bonen übel kocht den Cherea in ains versniten weiß außzefüren die 	jungkfrawen	 zeswechen darumb werd er geslagen und von im getzwungen Solt das Merck uff disen text wie er gleich mit gleichem	Jungfrau
330148	225.xml	EB	1557	  das der Herr Christus sein Leib vnnd bluͦt auß der substantz vnd wesen des Leibs vnnd bluͦts Marie der hochgelobten 	Jungkfrawen	 vnnd muͦtter Gottes genom̅en hab Darumb er dann des weibs Same genennet Vnnd die Epistel zun Hebreern sagt Er habe	Jungfrau
330778	225.xml	EB	1557	  würdt dauon die Christen nichts wissen dieweil sy kain anders Flaisch vn̅ Bluͦt Christi kennen dann das auß Maria der 	Jungkfrawen	 genom̅en vnnd nicht auß Brot vn̅ Wein von neüwem gemacht gewandelt oder geweihet vn̅ hie her gebracht würt demnach fliehen	Jungfrau
334418	225.xml	EB	1557	  vor seiner herrlichen Aufferstehung von den Todten ain natülicher leib genan̅t doch aber auß heilige̅ Gaist empfangen vnnd von einer 	Jungkfrawen	 geboren der nicht allein in der klarhait sonder auch in seiner Substantz vnnd Wesen nicht anders dann Gott sey worden	Jungfrau
19055	113.xml	CB	1445-1452	  enmitten auf der Tuͤenaw da prast der wagen mit Junkchfrawͤn ein vnd viel vmb vnd was ein geschraẏ von den 	Junkchfrauͤn	 vnd macht ains das ander nicht gesehen Do erkam ich hart vnd gedacht wiͤr muͤsten mitsambt der heyligen kran in	Jungfrau
19120	113.xml	CB	1445-1452	  das viel ettleichs in das wasser vnder das eẏs Do nam ich die HerczogInn aus der Slesẏ vnd die pestenn 	Junkchfrauͤn	 zu miͤr auf den Sliten vnd kamen mit der hilff gotes vber das eẏs vnd auch die andern all Vnd	Jungfrau
14251	113.xml	CB	1445-1452	  zu end geben het vmb die heiligen kran do schikcht der edel Kung Albrecht sein Juͤngste tochter die edel fuͤrstinn 	Junkchfraun	 Elyzabethen auf das Gslos zu Plintpurg vnd Ich Helena Kottannerin fuͤr auch mit Noch am denselbigen tag hueb sich der	Jungfrau
14945	113.xml	CB	1445-1452	  ain pett nahent bei derselben kisten dar auf lag die edel KungInn mit swerer puerd vnd lagen bei Ir zwo 	Junkchfraun	 in demselben gemach Die ain hies Barbara die was ains Vngrischen herren tochter die ander hies die FronachërInn Nuͤ stuend	Jungfrau
16079	113.xml	CB	1445-1452	  mich mit ir vnd zwo Junkchfraün vnd lies die andern da oben Ain Herczoginn aus der Slesẏ vnd ander edel 	Junkchfraun	 Des nam ẏeden man wunder warumb ir gnad die Junkchfrawn vnd das ander iͤr hofgesind das meiner Jungen frawn zuegeschaft	Jungfrau
16972	113.xml	CB	1445-1452	  poten ains voran hin auf die Plintpurg vnd tat dem purkgrafen vnd hern Francz von Poͤker vnd Weitvilassla die dẏe 	Junkchfraun	 die weil Innheten zu wissen Daz si sich dar nach solten richten wann der wagen këm daz Si berait wëren	Jungfrau
17026	113.xml	CB	1445-1452	  gen Prespurgk vnd das het man allem Ieͤrm Hofgesind angesagt Do nuͤ der wagen berait was den man nach den 	Junkchfraun	 solt schikchen vnd der Sliten darauf ich faren solt Vnd auch der mit miͤr stuͤnd in den sargen Da schuef	Jungfrau
17058	113.xml	CB	1445-1452	  der mit miͤr stuͤnd in den sargen Da schuef man vns zwen Vngrisch herren zue die mit mir nach den 	Junkchfraun	 solten reiten Wir fuern nuͤ dahin Do kamen dem purkgrafen die mër wie daz ich këm nach den Junkchfrawn Des	Jungfrau
17250	113.xml	CB	1445-1452	  in die achtet stund Vnd der mit miͤr was der kam auch in das frawnZẏmer vnd traib sein kurczweil mit 	Junkchfraun	 Nuͤ lag ain wenig holcz vor dem ofen da mit man In solt haiczen Da parig er die feil vnder	Jungfrau
17378	113.xml	CB	1445-1452	  der nagst Sambstag nach aller mann faschangtag Vnd nam die kerczen vnd parig die am weg Vnd do nuͤ die 	Junkchfraun	 vnd ẏeder man slaffen was Do belaib ich in der klain stuben vnd ain alte fraw Die ich mit miͤr	Jungfrau
18051	113.xml	CB	1445-1452	  kapellentur gestanden wër die weil wëren Si her#vmbgegangen vnd wessat nicht was ich tuͤen solt vnd losat ob ich die 	Junkchfraun	 icht da hort Do hort ich nyͤmant Do gie ich gemëhleich an dem stieglein abher durch der Junkchfraun kamer an	Jungfrau
18069	113.xml	CB	1445-1452	  ich die Junkchfraun icht da hort Do hort ich nyͤmant Do gie ich gemëhleich an dem stieglein abher durch der 	Junkchfraun	 kamer an die tuer do der recht ingankch was in das frauenZimer Do ich an dẏ tuer kam do hort	Jungfrau
18380	113.xml	CB	1445-1452	  tet die heilig kran in den polster vnd neyat in wider zuͤ Da was es nuͤ schier tag daz dew 	Junkchfraun	 vnd ẏederman aufstuenden vnd solten nuͤ von dannen farn Nu heten die Junkchfrawn ain alte frawͤn die bei in dienat	Jungfrau
18860	113.xml	CB	1445-1452	  das gwelb gangen vnd hiet die heilig kran her#ausgenomen Do erkam ich hart vnd stuend pald auf vnd nam ain 	Junkchfraun	 genant die Dachpekchinn mit miͤr vnd giengen zu dem gwelb Da vand ich es als ich es dann gelassen hat	Jungfrau
20451	113.xml	CB	1445-1452	  teurn fuͤrsten Kung Albrechten geklagt het vnd man legt iͤr an ainen guldeinen rokch gewant in rater varib vnd die 	Junkchfraun	 all muͤsten sich zierlich stellen got zu lob vnd er der landen vnd leẅten erblich ainen kung vnd herren geben	Jungfrau
